ID,Latitude,Longitude,Captures
1,44.22516944,10.01118056,0
2,44.22534722,10.01101111,0
3,44.22640833,10.00463889,0
4,44.22791667,10.027975,1
5,44.22577778,10.03086667,0
6,44.22996944,10.02614444,0
7,44.22914444,10.029375,0
